,Model,Sharpe,Return,Std
191,mw_0.4_lambda_0_pred_na_opt_cvar_alpha_0.1_cvarmethod_ARIMA-GARCH,2.1996682498742826,0.10656863620220453,0.04844759486267769
187,mw_0.6000000000000001_lambda_0_pred_na_opt_cvar_alpha_0.05_cvarmethod_ARIMA-GARCH,2.1924250090424313,0.12293183131970811,0.056071168141527496
192,mw_0.6000000000000001_lambda_0_pred_na_opt_cvar_alpha_0.1_cvarmethod_ARIMA-GARCH,2.180460203546216,0.130718154892611,0.05994980081728438
71,mw_0.4_lambda_100_pred_Price MA_opt_RMVO_alpha_0_cvarmethod_na,2.1750761584553158,0.08170781995860546,0.037565498403804076
43,mw_0.6000000000000001_lambda_1_pred_Factor Model_opt_MVO_alpha_0_cvarmethod_na,2.171600154535639,0.032030319969886895,0.014749639754347895
124,mw_0.2_lambda_50_pred_Decision Tree_opt_RMVO_alpha_0_cvarmethod_na,2.1580983444776143,0.04930188773933681,0.022845060729274013
77,mw_0.6000000000000001_lambda_100_pred_Price MA_opt_RMVO_alpha_0_cvarmethod_na,2.1567353135093628,0.06737266358633258,0.031238262370131168
97,mw_0.4_lambda_1_pred_Price MA_opt_MVO_alpha_0_cvarmethod_na,2.140379949117433,0.09684834395291075,0.045248201840446756
122,mw_0.2_lambda_5_pred_Decision Tree_opt_RMVO_alpha_0_cvarmethod_na,2.134301881034507,0.04452988103296604,0.020863909378827976
188,mw_0.8_lambda_0_pred_na_opt_cvar_alpha_0.05_cvarmethod_ARIMA-GARCH,2.1242978345341315,0.13414613078374024,0.06314845715274155
190,mw_0.2_lambda_0_pred_na_opt_cvar_alpha_0.1_cvarmethod_ARIMA-GARCH,2.12009727315034,0.13135572776644625,0.06195740611998399
92,mw_0.2_lambda_5_pred_Price MA_opt_MVO_alpha_0_cvarmethod_na,2.1192823987100997,0.051159197361467824,0.024139868000888343
157,mw_0.4_lambda_1_pred_Decision Tree_opt_MVO_alpha_0_cvarmethod_na,2.119229211794671,0.09493217527963685,0.04479561472222415
182,mw_0.6000000000000001_lambda_0_pred_na_opt_cvar_alpha_0.01_cvarmethod_ARIMA-GARCH,2.1153993057250284,0.09401715281229786,0.04444416359495522
181,mw_0.4_lambda_0_pred_na_opt_cvar_alpha_0.01_cvarmethod_ARIMA-GARCH,2.107151870143286,0.0872148821507559,0.041389936523571653
70,mw_0.4_lambda_50_pred_Price MA_opt_RMVO_alpha_0_cvarmethod_na,2.1065023423890517,0.12526889822688228,0.05946772320452813
10,mw_0.4_lambda_50_pred_Factor Model_opt_RMVO_alpha_0_cvarmethod_na,2.0992176762913486,0.050092907872038364,0.023862655330025916
208,mw_0.8_lambda_0_pred_na_opt_cvar_alpha_0.05_cvarmethod_Historical,2.0910767833135053,0.027413427608420197,0.013109718316981683
96,mw_0.4_lambda_0.5_pred_Price MA_opt_MVO_alpha_0_cvarmethod_na,2.083833936922428,0.14802289045181685,0.07103391869624164
103,mw_0.6000000000000001_lambda_1_pred_Price MA_opt_MVO_alpha_0_cvarmethod_na,2.0769416962389537,0.09339783962570636,0.04496892705020876
186,mw_0.4_lambda_0_pred_na_opt_cvar_alpha_0.05_cvarmethod_ARIMA-GARCH,2.0733631395630225,0.12521070928471534,0.06039014917141069
5,mw_0.2_lambda_100_pred_Factor Model_opt_RMVO_alpha_0_cvarmethod_na,2.0689543562929953,0.050537586390381604,0.024426631857133497
204,mw_1.0_lambda_0_pred_na_opt_cvar_alpha_0.01_cvarmethod_Historical,2.068032546946951,0.0588286522982422,0.028446676231034806
209,mw_1.0_lambda_0_pred_na_opt_cvar_alpha_0.05_cvarmethod_Historical,2.0644675260501737,0.06145812795134024,0.029769481561632755
202,mw_0.6000000000000001_lambda_0_pred_na_opt_cvar_alpha_0.01_cvarmethod_Historical,2.050352750659741,0.06564716536301955,0.03201749813142948
193,mw_0.8_lambda_0_pred_na_opt_cvar_alpha_0.1_cvarmethod_ARIMA-GARCH,2.0355820852284103,0.11190458955460904,0.05497424563060662
23,mw_0.8_lambda_100_pred_Factor Model_opt_RMVO_alpha_0_cvarmethod_na,2.032351492498611,0.01908537784267713,0.009390785950718204
76,mw_0.6000000000000001_lambda_50_pred_Price MA_opt_RMVO_alpha_0_cvarmethod_na,2.0302609047809628,0.17428883724389807,0.08584553681424577
62,mw_0.2_lambda_5_pred_Price MA_opt_RMVO_alpha_0_cvarmethod_na,2.028539008781279,0.14069655755384608,0.06935856640902105
180,mw_0.2_lambda_0_pred_na_opt_cvar_alpha_0.01_cvarmethod_ARIMA-GARCH,2.0272275166535,0.10693170639810268,0.052747757969772956
121,mw_0.2_lambda_1_pred_Decision Tree_opt_RMVO_alpha_0_cvarmethod_na,2.0267471374553376,0.04925356497900827,0.02430178095174127
198,mw_0.8_lambda_0_pred_na_opt_cvar_alpha_0.5_cvarmethod_ARIMA-GARCH,2.0262334855751676,0.15669507357412,0.07733317739028503
61,mw_0.2_lambda_1_pred_Price MA_opt_RMVO_alpha_0_cvarmethod_na,2.0234377372614634,0.15112133810007178,0.07468544018784615
137,mw_0.6000000000000001_lambda_100_pred_Decision Tree_opt_RMVO_alpha_0_cvarmethod_na,2.0232581666680702,0.0894655893394774,0.04421857319711729
60,mw_0.2_lambda_0.5_pred_Price MA_opt_RMVO_alpha_0_cvarmethod_na,2.0229969196896596,0.1514300438651251,0.07485431262463584
102,mw_0.6000000000000001_lambda_0.5_pred_Price MA_opt_MVO_alpha_0_cvarmethod_na,2.017967867053997,0.2252941078005334,0.11164405116590738
31,mw_0.2_lambda_1_pred_Factor Model_opt_MVO_alpha_0_cvarmethod_na,2.017887792355406,0.053233298711347805,0.026380703086176332
36,mw_0.4_lambda_0.5_pred_Factor Model_opt_MVO_alpha_0_cvarmethod_na,2.0136934206748967,0.058946476720530876,0.029272815869247244
63,mw_0.2_lambda_10_pred_Price MA_opt_RMVO_alpha_0_cvarmethod_na,2.000846592440416,0.13103944416405974,0.06549199956615966
64,mw_0.2_lambda_50_pred_Price MA_opt_RMVO_alpha_0_cvarmethod_na,1.9927982147898826,0.11010529795259814,0.05525160406880807
226,mw_0.4_lambda_0_pred_na_opt_cvar_alpha_0.05_cvarmethod_Normal,1.9922584641111432,0.03548793745806187,0.017812918402580362
